"","chromosome_name","start_position","end_position","hgnc_symbol"
"21941","16",3443649,3486953,"NAA60"
"21942","16",5024844,5034141,"NAGPA"
"21943","13",101053776,101416508,"NALCN"
"21944","13",107163510,107867496,"NALF1"
"21945","16",35085896,35086119,"NAMPTP3"
"21946","12",132972338,132972890,"NANOGNBP2"
"21947","15",35083410,35085295,"NANOGP8"
"21948","13",47763460,47764606,"NAP1L4P3"
"21949","13",110615545,110639996,"NAXD"
"21950","13",34942270,35673022,"NBEA"
"21951","CHR_HSCHR15_1_CTG1",21250180,21260147,"NBEAP4"
"21952","15",21250180,21260147,"NBEAP4"
"21953","14",19130636,19155089,"NBEAP5"
"21954","15",30005205,30006430,"NCAPGP2"
"21955","12",124324415,124567612,"NCOR2"
"21956","CHR_HSCHR16_1_CTG1",15728421,15811507,"NDE1"
"21957","16",15643267,15734691,"NDE1"
"21958","13",36804198,36805302,"NDE1P2"
"21959","13",79481155,79556077,"NDFIP2"
"21960","CHR_HG2365_PATCH",24409558,24410281,"NDN"
"21961","15",23685400,23687305,"NDN"
"21962","14",21016763,21070872,"NDRG2"
"21963","13",100027769,100028174,"NDUFA12P1"
"21964","15",90385814,90386063,"NDUFA3P4"
"21965","16",31174573,31174822,"NDUFA3P6"
"21966","16",23581014,23596316,"NDUFAB1"
"21967","15",41387218,41409403,"NDUFAF1"
"21968","14",92116122,92121917,"NDUFB1"
"21969","16",1959538,1961975,"NDUFB10"
"21970","14",103139675,103141959,"NDUFB4P11"
"21971","14",73631475,73632019,"NDUFB8P1"
"21972","15",55826922,55993660,"NEDD4"
"21973","CHR_HG1_PATCH",24216856,24232366,"NEDD8"
"21974","14",24216857,24232367,"NEDD8"
"21975","15",75346955,75357115,"NEIL1"
"21976","13",52132639,52159861,"NEK3"
"21977","13",52033611,52129092,"NEK5"
"21978","14",75079353,75127344,"NEK9"
"21979","14",49782083,49852821,"NEMF"
"21980","15",73051710,73305205,"NEO1"
"21981","15",20916686,20935658,"NF1P1"
"21982","15",21927657,21946641,"NF1P2"
"21983","16",28950807,28967092,"NFATC2IP"
"21984","CHR_HG1_PATCH",24365672,24379603,"NFATC4"
"21985","14",24365673,24379604,"NFATC4"
"21986","14",35401079,35404749,"NFKBIA"
"21987","14",77265483,77271206,"NGB"
"21988","14",23469679,23509862,"NGDN"
"21989","15",90265659,90275778,"NGRN"
"21990","13",39038306,39050109,"NHLRC3"
"21991","16",567005,569495,"NHLRC4"
"21992","14",52004809,52069059,"NID2"
"21993","15",85181210,85182083,"NIFKP8"
"21994","14",50719763,50831162,"NIN"
"21995","CHR_HG2365_PATCH",23455943,23493534,"NIPA1"
"21996","15",22773063,22829789,"NIPA1"
"21997","15",22838644,22869362,"NIPA2"
"21998","16",3539033,3577403,"NLRC3"
"21999","15",84655129,84658563,"NMB"
"22000","13",22099163,22099544,"NME1P1"
"22001","16",1770320,1771561,"NME3"
"22002","16",396725,410367,"NME4"
"22003","CHR_HSCHR16_3_CTG1",4463639,4497722,"NMRAL1"
"22004","16",4461691,4495763,"NMRAL1"
"22005","CHR_HG2246_HG2248_HG2276_PATCH",132144457,132152473,"NOC4L"
"22006","12",132144457,132152473,"NOC4L"
"22007","CHR_HSCHR16_1_CTG1",15317897,15380303,"NOMO1"
"22008","16",14833721,14896157,"NOMO1"
"22009","16",18417325,18562211,"NOMO2"
"22010","CHR_HSCHR16_1_CTG1",16317633,16379962,"NOMO3"
"22011","16",16232506,16300806,"NOMO3"
"22012","15",34339159,34343180,"NOP10"
"22013","CHR_HG1_PATCH",24299849,24309123,"NOP9"
"22014","14",24299850,24309124,"NOP9"
"22015","12",117208142,117452170,"NOS1"
"22016","14",26443090,26598033,"NOVA1"
"22017","15",69014695,69062762,"NOX5"
"22018","16",1978917,1984192,"NOXO1"
"22019","14",77394021,77423523,"NOXRED1"
"22020","15",24675775,24683393,"NPAP1"
"22021","14",32934396,33820863,"NPAS3"
"22022","14",74476192,74494177,"NPC2"
"22023","CHR_HSCHR16_1_CTG1",15144756,15171447,"NPIPA1"
"22024","16",14922802,14952060,"NPIPA1"
"22025","16",14742533,14765462,"NPIPA2"
"22026","CHR_HSCHR16_1_CTG1",14708949,14726344,"NPIPA3"
"22027","16",14703411,14726342,"NPIPA3"
"22028","CHR_HSCHR16_1_CTG1",15448713,15463457,"NPIPA5"
"22029","16",15363628,15381047,"NPIPA5"
"22030","CHR_HSCHR16_1_CTG1",16467435,16482129,"NPIPA7"
"22031","16",16379140,16393972,"NPIPA7"
"22032","16",18317919,18336736,"NPIPA8"
"22033","16",29381310,29406711,"NPIPB11"
"22034","16",29484690,29505999,"NPIPB12"
"22035","16",30222897,30255268,"NPIPB13"
"22036","16",11927259,11976643,"NPIPB2"
"22037","16",21402237,21448567,"NPIPB3"
"22038","CHR_HG926_PATCH",22423969,22446363,"NPIPB4"
"22039","16",21834569,21880827,"NPIPB4"
"22040","CHR_HG926_PATCH",21744964,21767544,"NPIPB5"
"22041","16",22479121,22536535,"NPIPB5"
"22042","16",28342517,28363508,"NPIPB6"
"22043","16",28637654,28658744,"NPIPB8"
"22044","16",28751787,28772807,"NPIPB9"
"22045","16",15104330,15123498,"NPIPP1"
"22046","16",84271,138677,"NPRL3"
"22047","15",73560014,73634134,"NPTN"
"22048","16",2009926,2020755,"NPW"
"22049","15",71792638,71818259,"NR2E3"
"22050","15",96325938,96340263,"NR2F2"
"22051","13",43908669,44030461,"NRAD1"
"22052","12",120488079,120495954,"NRAV"
"22053","14",90267860,90331969,"NRDE2"
"22054","15",75935969,76059795,"NRG4"
"22055","CHR_HG1_PATCH",24080106,24115013,"NRL"
"22056","14",24078662,24115010,"NRL"
"22057","14",78170373,79868291,"NRXN3"
"22058","16",27224994,27268772,"NSMCE1"
"22059","CHR_HSCHR15_4_CTG8",29409413,29411093,"NSMCE3"
"22060","15",29264989,29269822,"NSMCE3"
"22061","CHR_HSCHR16_1_CTG1",15040743,15058977,"NTAN1"
"22062","16",15037854,15056079,"NTAN1"
"22063","16",2039815,2047866,"NTHL1"
"22064","16",2471297,2474145,"NTN3"
"22065","15",87859751,88256791,"NTRK3"
"22066","16",10743786,10769351,"NUBP1"
"22067","16",1782932,1789186,"NUBP2"
"22068","14",31489956,31861224,"NUBPL"
"22069","14",105172938,105181323,"NUDT14"
"22070","13",48037726,48047221,"NUDT15"
"22071","16",4693562,4695859,"NUDT16L1"
"22072","13",44939249,44989471,"NUFIP1"
"22073","14",73275107,73458617,"NUMB"
"22074","13",25301524,25365390,"NUP58"
"22075","16",28532708,28539008,"NUPR1"
"22076","15",41320794,41381050,"NUSAP1"
"22077","15",35282596,35282980,"NUTF2P6"
"22078","15",34343315,34357737,"NUTM1"
"22079","14",24399003,24419283,"NYNRIN"
"22080","12",112905856,112933219,"OAS1"
"22081","12",112978395,113011723,"OAS2"
"22082","12",112938051,112976460,"OAS3"
"22083","12",121017763,121039246,"OASL"
"22084","12",121053732,121059670,"OASL2P"
"22085","15",64687573,64703281,"OAZ2"
"22086","13",78614289,78659155,"OBI1"
"22087","CHR_HSCHR15_4_CTG8",27871154,28099370,"OCA2"
"22088","15",27754875,28099315,"OCA2"
"22089","15",75724041,75727688,"ODF3L1"
"22090","12",122974580,122980043,"OGFOD2"
"22091","15",41309273,41332591,"OIP5"
"22092","13",53028813,53052057,"OLFM4"
"22093","15",52755053,52791078,"ONECUT1"
"22094","14",21601882,21602825,"OR10G1P"
"22095","14",21633836,21634940,"OR10G2"
"22096","14",21568520,21580076,"OR10G3"
"22097","14",20179189,20180156,"OR11G1P"
"22098","14",20190896,20201075,"OR11G2"
"22099","14",18601117,18602097,"OR11H12"
"22100","14",19180291,19181269,"OR11H13P"
"22101","14",19712904,19714332,"OR11H2"
"22102","15",22009547,22010529,"OR11H3P"
"22103","14",20239286,20244349,"OR11H4"
"22104","14",20223710,20224702,"OR11H6"
"22105","15",20960675,20961581,"OR11J2P"
"22106","15",20969282,20970215,"OR11J5P"
"22107","15",21980277,21981245,"OR11J6P"
"22108","15",21971706,21972645,"OR11J7P"
"22109","15",22030900,22031846,"OR11K1P"
"22110","14",19733355,19734302,"OR11K2P"
"22111","14",20183925,20184298,"OR11P1P"
"22112","16",3204247,3205188,"OR1F1"
"22113","16",3215611,3216543,"OR1F2P"
"22114","16",3355889,3357306,"OR2C1"
"22115","14",21667886,21673818,"OR4E1"
"22116","14",21653835,21667642,"OR4E2"
"22117","15",101848645,101849575,"OR4F13P"
"22118","15",101842119,101850324,"OR4F13P"
"22119","15",101828741,101829679,"OR4F14P"
"22120","15",101812202,101820197,"OR4F15"
"22121","15",101875964,101876901,"OR4F28P"
"22122","CHR_HG2499_PATCH",101922042,101923113,"OR4F4"
"22123","15",101922042,101923113,"OR4F4"
"22124","15",101803509,101806887,"OR4F6"
"22125","CHR_HG2499_PATCH",101937591,101938470,"OR4G6P"
"22126","15",101937591,101938470,"OR4G6P"
"22127","14",19759868,19760774,"OR4H12P"
"22128","15",21614118,21615051,"OR4H6BP"
"22129","14",19930917,19936757,"OR4K1"
"22130","14",20029399,20036038,"OR4K13"
"22131","14",20014143,20019307,"OR4K14"
"22132","14",19975591,19976565,"OR4K15"
"22133","14",20110739,20122199,"OR4K17"
"22134","14",19875142,19883932,"OR4K2"
"22135","14",19868197,19869143,"OR4K3"
"22136","14",19920607,19921578,"OR4K5"
"22137","14",19847367,19848263,"OR4K6P"
"22138","14",20060045,20060983,"OR4L1"
"22139","14",19773504,19783696,"OR4M1"
"22140","CHR_HG2365_PATCH",21084472,21085410,"OR4M2"
"22141","15",22070241,22083221,"OR4M2"
"22142","14",19796345,19797293,"OR4N1P"
"22143","14",19719015,19830253,"OR4N2"
"22144","15",22125511,22126434,"OR4N3P"
"22145","CHR_HG2365_PATCH",21098400,21099347,"OR4N4"
"22146","15",22094522,22095862,"OR4N4"
"22147","14",20138820,20145471,"OR4N5"
"22148","15",22044476,22045400,"OR4Q1P"
"22149","14",20093353,20094263,"OR4T1P"
"22150","14",20043916,20044827,"OR4U1P"
"22151","14",21148370,21159060,"OR5AU1"
"22152","14",22702143,22703065,"OR6E1P"
"22153","14",22630929,22644352,"OR6J1"
"22154","14",20640696,20641691,"OR6S1"
"22155","13",46460609,46461121,"OR7E101P"
"22156","14",51756996,51757988,"OR7E105P"
"22157","14",51763056,51764076,"OR7E106P"
"22158","13",67902208,67903221,"OR7E111P"
"22159","13",41439834,41440847,"OR7E155P"
"22160","14",51771789,51772086,"OR7E159P"
"22161","13",41431248,41432201,"OR7E36P"
"22162","14",25357764,25358689,"OR7K1P"
"22163","12",121626509,121643218,"ORAI1"
"22164","16",30949068,30956461,"ORAI3"
"22165","14",20446401,20455089,"OSGEP"
"22166","16",21663968,21761935,"OTOA"
"22167","16",22546964,22576682,"OTOAP1"
"22168","16",22545698,22576865,"OTOAP1"
"22169","CHR_HSCHR14_7_CTG1",94026329,94049624,"OTUB2"
"22170","14",94026340,94048930,"OTUB2"
"22171","15",31475398,31870789,"OTUD7A"
"22172","14",56799905,56816693,"OTX2"
"22173","14",22766522,22773042,"OXA1L"
"22174","13",96985713,96994730,"OXGR1"
"22175","12",132618776,132622388,"P2RX2"
"22176","12",121210065,121234106,"P2RX4"
"22177","12",121132819,121188032,"P2RX7"
"22178","13",25096136,25099254,"PABPC3"
"22179","14",23321457,23326163,"PABPN1"
"22180","14",105300563,105398147,"PACS2"
"22181","16",29816152,29822489,"PAGR1"
"22182","15",40217428,40277487,"PAK6"
"22183","16",23603160,23641321,"PALB2"
"22184","14",67240713,67336061,"PALS1"
"22185","CHR_HSCHR16_3_CTG1",4331549,4356579,"PAM16"
"22186","16",4331549,4355607,"PAM16"
"22187","13",28138506,28295335,"PAN3"
"22188","14",73237497,73274640,"PAPLN"
"22189","14",96501433,96567116,"PAPOLA"
"22190","16",2969270,2973484,"PAQR4"
"22191","15",69298912,69407780,"PAQR5"
"22192","CHR_HSCHR16_1_CTG1",14435701,14632727,"PARN"
"22193","16",14435700,14632728,"PARN"
"22194","15",65234460,65300618,"PARP16"
"22195","13",110936759,110939784,"PARP1P1"
"22196","14",20343615,20357904,"PARP2"
"22197","13",24420931,24512778,"PARP4"
"22198","13",19349137,19407962,"PARP4P2"
"22199","15",72241181,72272999,"PARP6"
"22200","CHR_HSCHR15_3_CTG8",44711032,44711328,"PATL2"
"22201","15",44665732,44711323,"PATL2"
"22202","14",36657568,36679362,"PAX9"
"22203","13",100089015,100530437,"PCCA"
"22204","13",57631744,57729311,"PCDH17"
"22205","13",61409685,61415849,"PCDH20"
"22206","13",52842889,52848641,"PCDH8"
"22207","13",66302834,67230445,"PCDH9"
"22208","13",113177536,113208715,"PCID2"
"22209","CHR_HG1_PATCH",24094052,24110597,"PCK2"
"22210","14",24094053,24110598,"PCK2"
"22211","15",64364304,64387687,"PCLAF"
"22212","14",70907405,71115382,"PCNX1"
"22213","14",60091911,60169133,"PCNX4"
"22214","13",23888842,23897263,"PCOTH"
"22215","15",101289784,101525202,"PCSK6"
"22216","15",22727104,22744699,"PDCD6IPP1"
"22217","15",65117379,65133808,"PDCD7"
"22218","15",84980440,85139145,"PDE8A"
"22219","16",283164,287215,"PDIA2"
"22220","15",43746394,43773279,"PDIA3"
"22221","16",20359175,20404737,"PDILT"
"22222","16",2537979,2603188,"PDPK1"
"22223","16",2616453,2642432,"PDPK2P"
"22224","13",32586452,32778019,"PDS5B"
"22225","13",27920000,27926313,"PDX1"
"22226","CHR_HSCHR16_1_CTG1",15058498,15122225,"PDXDC1"
"22227","16",14974591,15139339,"PDXDC1"
"22228","CHR_HG926_PATCH",22280232,22297482,"PDZD9"
"22229","16",21983865,22001116,"PDZD9"
"22230","15",77100656,77420144,"PEAK1"
"22231","12",118136124,118145584,"PEBP1"
"22232","14",56117814,56301524,"PELI2"
"22233","16",1431078,1434441,"PERCC1"
"22234","15",89677764,89690783,"PEX11A"
"22235","12",132710819,132722734,"PGAM5"
"22236","16",370788,387113,"PGAP6"
"22237","15",34102083,34108686,"PGBD4"
"22238","14",74941834,74955626,"PGF"
"22239","16",2211593,2214840,"PGP"
"22240","15",98968229,99007792,"PGPEP1L"
"22241","13",49495610,49528981,"PHF11"
"22242","15",40351033,40356434,"PHGR1"
"22243","16",30748293,30761176,"PHKG2"
"22244","15",68054309,68198603,"PIAS1"
"22245","13",72782133,73016461,"PIBF1"
"22246","15",64815632,64825668,"PIF1"
"22247","15",55318960,55355648,"PIGB"
"22248","15",55317184,55319161,"PIGBOS1"
"22249","14",67581955,67600286,"PIGH"
"22250","16",566995,584109,"PIGQ"
"22251","14",20457681,20461465,"PIP4P1"
"22252","12",122983480,123151090,"PITPNM2"
"22253","CHR_HSCHR12_5_CTG2_1",130337887,130372618,"PIWIL1"
"22254","12",130337887,130372637,"PIWIL1"
"22255","16",2088708,2135898,"PKD1"
"22256","16",16356224,16377507,"PKD1P2"
"22257","CHR_HSCHR16_1_CTG1",15173379,15187178,"PKD1P3"
"22258","16",14911551,14935708,"PKD1P3"
"22259","16",18334400,18352476,"PKD1P4"
"22260","16",18374521,18401940,"PKD1P5"
"22261","CHR_HSCHR16_1_CTG1",14953672,14967159,"PKD1P6"
"22262","16",15125242,15154564,"PKD1P6"
"22263","15",72199029,72231819,"PKM"
"22264","16",2968024,2980479,"PKMYT1"
"22265","CHR_HSCHR16_1_CTG1",14672547,14694674,"PLA2G10"
"22266","16",14672548,14694308,"PLA2G10"
"22267","12",120322115,120327779,"PLA2G1B"
"22268","15",41837775,41848147,"PLA2G4B"
"22269","15",42067009,42094562,"PLA2G4D"
"22270","15",41981394,42051190,"PLA2G4E"
"22271","15",42139034,42156636,"PLA2G4F"
"22272","12",113358566,113391629,"PLBD2"
"22273","15",40278176,40307935,"PLCB2"
"22274","14",104924713,104937761,"PLD4"
"22275","14",67386984,67412167,"PLEK2"
"22276","14",69484692,69531551,"PLEKHD1"
"22277","14",64704102,64750249,"PLEKHG3"
"22278","14",67533290,67589612,"PLEKHH1"
"22279","15",64841883,64868002,"PLEKHO2"
"22280","15",89664367,89679427,"PLIN1"
"22281","16",23677656,23690367,"PLK1"
"22282","15",73994673,74047827,"PML"
"22283","16",8788823,8862534,"PMM2"
"22284","14",73711783,73714384,"PNMA1"
"22285","14",39175183,39183220,"PNN"
"22286","14",20461992,20477094,"PNP"
"22287","13",102784281,102798976,"POGLUT2"
"22288","12",132623753,132687376,"POLE"
"22289","14",49643555,49688422,"POLE2"
"22290","15",89305198,89334861,"POLG"
"22291","13",27620742,27744237,"POLR1D"
"22292","15",57706695,57782762,"POLR2M"
"22293","CHR_HG926_PATCH",21946243,21983930,"POLR3E"
"22294","16",22297375,22335101,"POLR3E"
"22295","16",46407,53608,"POLR3K"
"22296","13",28778558,28778937,"POM121L13P"
"22297","13",28659065,28678959,"POMP"
"22298","14",77274956,77320883,"POMT2"
"22299","12",120578764,120581402,"POP5"
"22300","13",37562583,37598844,"POSTN"
"22301","CHR_HG2365_PATCH",22799188,22830039,"POTEB"
"22302","15",21846329,21877735,"POTEB"
"22303","CHR_HG2365_PATCH",20855523,20886468,"POTEB2"
"22304","15",20835372,20866314,"POTEB2"
"22305","CHR_HSCHR15_1_CTG1",21408280,21440481,"POTEB3"
"22306","CHR_HG2365_PATCH",21773471,21804450,"POTEB3"
"22307","15",21405401,21440499,"POTEB3"
"22308","14",19402486,19434341,"POTEG"
"22309","14",18967434,19003752,"POTEM"
"22310","13",78598362,78603552,"POU4F1"
"22311","15",75023586,75117462,"PPCDC"
"22312","13",52820497,52821018,"PPIAP26"
"22313","13",20956179,20956443,"PPIAP27"
"22314","13",20178978,20179462,"PPIAP28"
"22315","CHR_HG2198_PATCH",74352612,74366464,"PPIAP46"
"22316","15",74350768,74364620,"PPIAP46"
"22317","15",64155740,64163134,"PPIB"
"22318","15",43533462,43590208,"PPIP5K1"
"22319","16",4882507,4960741,"PPL"
"22320","14",60245752,60299087,"PPM1A"
"22321","14",103733195,103847575,"PPP1R13B"
"22322","15",40815451,40828709,"PPP1R14D"
"22323","13",48316863,48320475,"PPP1R26P1"
"22324","14",64549920,64589381,"PPP1R36"
"22325","14",23295652,23302859,"PPP1R3E"
"22326","14",35085467,35122517,"PPP2R3C"
"22327","14",101761709,101927989,"PPP2R5C"
"22328","14",63371364,63543377,"PPP2R5E"
"22329","16",30075978,30085376,"PPP4C"
"22330","14",91457508,91510554,"PPP4R3A"
"22331","CHR_HSCHR14_7_CTG1",94146128,94279735,"PPP4R4"
"22332","14",94146128,94279734,"PPP4R4"
"22333","15",90966040,90995629,"PRC1"
"22334","13",38617419,38617940,"PRDX3P3"
"22335","13",110863987,110870330,"PRECSIT"
"22336","13",51195881,51196081,"PRELID3BP2"
"22337","CHR_HSCHR14_7_CTG1",93718298,93788481,"PRIMA1"
"22338","14",93718298,93788485,"PRIMA1"
"22339","12",119667864,119681624,"PRKAB1"
"22340","16",23835983,24220611,"PRKCB"
"22341","14",61187559,61550976,"PRKCH"
"22342","14",29576479,30191898,"PRKD1"
"22343","16",11280841,11281330,"PRM1"
"22344","16",11275639,11276480,"PRM2"
"22345","16",11273199,11273629,"PRM3"
"22346","14",22920525,22929408,"PRMT5"
"22347","14",35121846,35277622,"PRORP"
"22348","13",39009865,39038089,"PROSER1"
"22349","14",74852871,74876154,"PROX2"
"22350","13",113158648,113172386,"PROZ"
"22351","14",45084107,45116282,"PRPF39"
"22352","16",30650717,30656413,"PRR14"
"22353","13",57140918,57143939,"PRR20A"
"22354","13",57147488,57150509,"PRR20B"
"22355","13",57140918,57157082,"PRR20C"
"22356","13",57160632,57163653,"PRR20D"
"22357","13",57167197,57170218,"PRR20E"
"22358","13",57173453,57173632,"PRR20FP"
"22359","16",560394,565529,"PRR35"
"22360","16",29811382,29815892,"PRRT2"
"22361","CHR_HSCHR16_5_CTG1",2817180,2826304,"PRSS21"
"22362","16",2817180,2826304,"PRSS21"
"22363","CHR_HSCHR16_5_CTG1",2852743,2858163,"PRSS22"
"22364","16",2852730,2858170,"PRSS22"
"22365","16",2712419,2720551,"PRSS27"
"22366","16",1261422,1262997,"PRSS29P"
"22367","CHR_HSCHR16_5_CTG1",2839565,2842741,"PRSS30P"
"22368","16",2839568,2842744,"PRSS30P"
"22369","16",2839656,2841328,"PRSS30P"
"22370","16",2783953,2787948,"PRSS33"
"22371","16",31138926,31150083,"PRSS36"
"22372","16",2798470,2805304,"PRSS41"
"22373","16",31083437,31089628,"PRSS53"
"22374","16",31131433,31135727,"PRSS8"
"22375","15",55611544,55743152,"PRTG"
"22376","14",73136418,73223691,"PSEN1"
"22377","14",58244843,58272012,"PSMA3"
"22378","15",78540405,78552417,"PSMA4"
"22379","14",35278633,35317493,"PSMA6"
"22380","14",23042212,23044060,"PSMB11"
"22381","14",23016543,23035230,"PSMB5"
"22382","14",90256527,90275429,"PSMC1"
"22383","14",52707178,52728590,"PSMC6"
"22384","13",73036401,73036848,"PSMD10P3"
"22385","12",121888732,121918297,"PSMD9"
"22386","CHR_HG1_PATCH",24136162,24138966,"PSME1"
"22387","14",24136163,24138967,"PSME1"
"22388","CHR_HG1_PATCH",24143361,24147569,"PSME2"
"22389","14",24143362,24147570,"PSME2"
"22390","13",48771128,48771827,"PSME2P2"
"22391","13",19674752,19783019,"PSPC1"
"22392","13",19201637,19227432,"PSPC1P1"
"22393","13",24566843,24570728,"PSPC1P2"
"22394","15",76993359,77037475,"PSTPIP1"
"22395","14",20524287,20525422,"PTCD2P1"
"22396","14",52267698,52276724,"PTGDR"
"22397","14",52314305,52328598,"PTGER2"
"22398","14",73851831,73885726,"PTGR2"
"22399","13",81689911,81691072,"PTMAP5"
"22400","12",112418351,112509918,"PTPN11"
"22401","14",88465778,88555007,"PTPN21"
"22402","15",75463251,75579315,"PTPN9"
"22403","16",1485886,1488981,"PTX4"
"22404","12",131929200,131945896,"PUS1"
"22405","15",25135642,25138055,"PWAR1"
"22406","15",24985053,24988232,"PWAR5"
"22407","15",24101827,24823365,"PWRN1"
"22408","15",24162754,24169948,"PWRN2"
"22409","12",132687587,132704985,"PXMP2"
"22410","12",120210439,120265771,"PXN"
"22411","16",31201486,31203450,"PYCARD"
"22412","16",31215962,31217135,"PYDC1"
"22413","14",50857891,50944483,"PYGL"
"22414","15",55538884,55588947,"PYGO1"
"22415","16",29663279,29698699,"QPRT"
"22416","14",35765795,35767110,"QRSL1P3"
"22417","15",65726054,65891989,"RAB11A"
"22418","CHR_HSCHR16_CTG2",425619,526533,"RAB11FIP3"
"22419","16",425649,523011,"RAB11FIP3"
"22420","14",64945814,64973226,"RAB15"
"22421","13",110523066,110561722,"RAB20"
"22422","16",2140803,2154165,"RAB26"
"22423","15",55202966,55319113,"RAB27A"
"22424","14",21459020,21476960,"RAB2B"
"22425","12",120095099,120117502,"RAB35"
"22426","16",589357,629272,"RAB40C"
"22427","15",63189560,63267776,"RAB8B"
"22428","16",28904421,28936526,"RABEP2"
"22429","13",71296210,71297235,"RABEPKP1"
"22430","CHR_HG1_PATCH",24265537,24271738,"RABGGTA"
"22431","14",24265538,24271611,"RABGGTA"
"22432","13",61805150,61805676,"RAC1P8"
"22433","15",40694774,40732340,"RAD51"
"22434","14",67819779,68730218,"RAD51B"
"22435","14",35538352,35809304,"RALGAPA1"
"22436","15",82986210,82991057,"RAMAC"
"22437","12",130872037,130877678,"RAN"
"22438","13",97434169,97469128,"RAP2A"
"22439","14",103279223,103279955,"RAP2CP1"
"22440","16",35485766,35486225,"RARRES2P10"
"22441","16",35221583,35222048,"RARRES2P5"
"22442","16",35255192,35255633,"RARRES2P6"
"22443","CHR_HG2288_HG2289_PATCH",113977784,114128689,"RASA3"
"22444","13",113977783,114132623,"RASA3"
"22445","12",113098819,113136239,"RASAL1"
"22446","15",78959906,79090780,"RASGRF1"
"22447","15",38488103,38565575,"RASGRP1"
"22448","13",27270830,27275192,"RASL11A"
"22449","15",65053337,65076690,"RASL12"
"22450","13",48303744,48599436,"RB1"
"22451","16",24537693,24572863,"RBBP6"
"22452","16",5239802,7713340,"RBFOX1"
"22453","12",113816738,113966325,"RBM19"
"22454","16",31680847,31682101,"RBM22P12"
"22455","16",31863633,31864876,"RBM22P13"
"22456","14",22893204,22919182,"RBM23"
"22457","14",73058532,73123899,"RBM25"
"22458","13",79311824,79406477,"RBM26"
"22459","15",64739891,64775589,"RBPMS2"
"22460","13",49531946,49585558,"RCBTB1"
"22461","13",48488963,48533256,"RCBTB2"
"22462","15",90954881,90963125,"RCCD1"
"22463","15",76931738,76954393,"RCN2"
"22464","14",102592649,102730561,"RCOR1"
"22465","14",103940426,103942561,"RD3L"
"22466","14",67676800,67695793,"RDH11"
"22467","14",67701886,67734451,"RDH12"
"22468","15",73443164,73560013,"REC114"
"22469","CHR_HG1_PATCH",24171852,24180256,"REC8"
"22470","14",24171853,24180257,"REC8"
"22471","14",22883222,22887678,"REM2"
"22472","16",20806429,20849665,"REXO5"
"22473","13",33818069,33966558,"RFC3"
"22474","12",118013588,118033130,"RFC5"
"22475","12",123973241,124316024,"RFLNA"
"22476","15",56087280,56245082,"RFX7"
"22477","13",36819222,36829104,"RFXAP"
"22478","13",41457550,41470871,"RGCC"
"22479","15",93035271,93089211,"RGMA"
"22480","16",268301,275980,"RGS11"
"22481","14",71932429,72566530,"RGS6"
"22482","16",58059,76355,"RHBDF1"
"22483","16",675671,678268,"RHBDL1"
"22484","15",89471398,89496589,"RHCG"
"22485","12",121777754,121803403,"RHOF"
"22486","14",63204114,63293508,"RHOJ"
"22487","16",668100,674174,"RHOT2"
"22488","15",40872214,40874234,"RHOV"
"22489","12",123470054,123533719,"RILPL1"
"22490","12",123415039,123436684,"RILPL2"
"22491","12",130396133,130768228,"RIMBP2"
"22492","14",92513781,92688994,"RIN3"
"22493","13",74828553,74830080,"RIOK3P1"
"22494","14",73490933,73493394,"RIOX1"
"22495","CHR_HG1_PATCH",24336024,24340021,"RIPK3"
"22496","14",24336025,24340022,"RIPK3"
"22497","12",113185526,113192368,"RITA1"
"22498","15",89209869,89221614,"RLBP1"
"22499","13",40618738,40621348,"RLIMP1"
"22500","15",40735884,40755851,"RMDN3"
"22501","16",11249619,11381662,"RMI2"
"22502","13",37166352,37166658,"RN7SKP1"
"22503","13",109915096,109915420,"RN7SKP10"
"22504","15",46720193,46720512,"RN7SKP101"
"22505","14",89621918,89622207,"RN7SKP107"
"22506","16",29731051,29731404,"RN7SKP127"
"22507","14",76890263,76890613,"RN7SKP17"
"22508","15",96842069,96842384,"RN7SKP181"
"22509","14",50068568,50068873,"RN7SKP193"
"22510","12",119631090,119631386,"RN7SKP197"
"22511","13",40407122,40407440,"RN7SKP2"
"22512","CHR_HG1_PATCH",23791930,23792236,"RN7SKP205"
"22513","14",23791930,23792236,"RN7SKP205"
"22514","14",36231555,36231774,"RN7SKP21"
"22515","12",114504876,114505187,"RN7SKP216"
"22516","16",23412380,23416680,"RN7SKP23"
"22517","15",96486582,96486891,"RN7SKP254"
"22518","13",45060729,45061086,"RN7SKP3"
"22519","13",45123093,45123414,"RN7SKP4"
"22520","13",46249942,46250213,"RN7SKP5"
"22521","13",56885284,56885602,"RN7SKP6"
"22522","13",96949249,96949533,"RN7SKP7"
"22523","13",98203835,98204192,"RN7SKP8"
"22524","13",99205708,99206006,"RN7SKP9"
"22525","14",100487544,100487787,"RN7SKP92"
"22526","14",57837354,57837660,"RN7SKP99"
"22527","14",49586580,49586878,"RN7SL1"
"22528","15",23165897,23166186,"RN7SL106P"
"22529","14",68236243,68236539,"RN7SL108P"
"22530","13",96169545,96169847,"RN7SL164P"
"22531","13",19736975,19737254,"RN7SL166P"
"22532","15",32394365,32394613,"RN7SL185P"
"22533","14",20963579,20963867,"RN7SL189P"
"22534","15",30405307,30405597,"RN7SL196P"
