gene_symbol,meanTumor,meanControl,pvalue,log2FC
C20orf144,0.193713913,0.798753013,0.106918096,-0.6050391
E2F1,6.526186092,6.640656369,0.140880409,-0.114470277
PXMP4,5.256281906,5.209748047,0.676121594,0.046533859
ZNF341,2.74788551,2.815820475,0.767111934,-0.067934965
RPL31P2,0.075056475,0,0.183530233,0.075056475
ZNF341-AS1,0,0.041039123,0.422649731,-0.041039123
CHMP4B,7.431710131,7.522089622,0.092803681,-0.09037949
RALY-AS1,1.279555369,1.692811736,0.231362405,-0.413256367
RALY,7.618422897,7.702566078,0.101522172,-0.084143181
MIR4755,0,0.078849742,0.422649731,-0.078849742
EIF2S2,7.592914278,7.510379839,0.064687886,0.08253444
RPS2P1,0.104004758,0.163117795,0.68161627,-0.059113037
ASIP,0,0,1,0
XPOTP1,0.501289858,0.240441655,0.312541519,0.260848202
AHCY,7.862670298,7.906175315,0.388543212,-0.043505016
ITCH,7.25139459,7.016590103,0.0030439,0.234804487
CDC42P1,0,0,1,0
MIR644A,0,0,1,0
DYNLRB1,6.962639843,7.107890107,0.007216617,-0.145250264
MAP1LC3A,3.990295677,4.004857928,0.927081404,-0.014562252
PIGU,5.261586216,5.277195653,0.791342795,-0.015609437
NCOA6,6.681020946,6.8201193,0.075559602,-0.139098355
TP53INP2,5.445726272,5.825483226,0.001225093,-0.379756955
GGT7,4.565632694,5.080921691,0.062003209,-0.515288996
ACSS2,5.293110328,5.597600391,0.006368098,-0.304490063
GSS,6.290467007,6.48704444,0.123574709,-0.196577432
MYH7B,0.227665938,0.103752634,0.558006755,0.123913304
MIR499A,0,0,1,0
MIR499B,0.037832386,0,0.422649731,0.037832386
TRPC4AP,7.317633708,7.483898079,0.007963417,-0.16626437
RNU6-407P,0.037224089,0.176742387,0.16066081,-0.139518298
EDEM2,5.150788168,5.061182633,0.456980116,0.089605535
PROCR,4.884968336,5.152507427,0.035359635,-0.267539091
RNA5SP483,0,0,1,0
MMP24OS,6.162030443,6.488725331,0.001939385,-0.326694889
MT1P3,0,0,1,0
MMP24,5.709100427,5.883470555,0.133634214,-0.174370128
EIF6,6.482243192,6.75560814,0.000562517,-0.273364948
FAM83C-AS1,0.104004758,0.032677999,0.570300829,0.071326758
FAM83C,0.192120849,0.09204316,0.671866496,0.100077689
UQCC1,5.93512765,6.210632175,0.012258596,-0.275504526
GDF5,0,0.041039123,0.422649731,-0.041039123
MIR1289-1,0,0,1,0
CEP250,6.930060317,7.129575007,0.015308147,-0.19951469
C20orf173,0,0,1,0
ERGIC3,7.510952443,7.734227031,0.019995569,-0.223274588
FER1L4,2.61140308,3.257265866,0.031965244,-0.645862786
RPL37P1,0.071772693,0,0.422649731,0.071772693
SPAG4,1.906988981,2.702574491,0.073240543,-0.795585511
CPNE1,6.25277781,6.522543443,0.004531257,-0.269765633
RNU6-759P,0,0,1,0
RBM12,7.320568225,7.048161042,0.002993796,0.272407183
NFS1,4.678189017,4.662246356,0.888361115,0.015942661
ROMO1,5.853342078,6.631401209,0.00061415,-0.778059132
RBM39,8.05132326,7.920297393,0.108195625,0.131025866
RPF2P1,0.111417783,0.144064388,0.783205156,-0.032646605
PHF20,6.59160709,6.549274769,0.34156966,0.042332321
RNU4-40P,0,0,1,0
RNU6-937P,0,0,1,0
SCAND1,4.686856244,4.907091471,0.273644727,-0.220235227
CNBD2,1.055731625,1.303336047,0.375139298,-0.247604422
NORAD,8.624444736,8.223294868,0.001090617,0.401149868
EPB41L1,5.824432909,6.004023225,0.026626846,-0.179590316
AAR2,5.823967469,5.869339616,0.702501754,-0.045372147
DLGAP4,6.642007335,6.692572018,0.502120852,-0.050564683
DLGAP4-AS1,0.430270077,0.326735984,0.626369871,0.103534093
MYL9,6.475669951,6.895691383,0.002641074,-0.420021433
TGIF2,5.067429316,4.992973359,0.343704843,0.074455956
TGIF2-RAB5IF,0,0,1,0
RAB5IF,4.032550856,4.309563568,0.075806255,-0.277012712
SLA2,0,0,1,0
NDRG3,6.445568696,6.044206783,0.010395698,0.401361912
DSN1,6.332983602,6.396490426,0.087757137,-0.063506824
SOGA1,7.78559888,7.887469932,0.024602236,-0.101871052
RN7SL156P,0,0,1,0
TLDC2,0.174615048,0.036849188,0.381007589,0.13776586
SAMHD1,7.596240962,7.6382774,0.832106906,-0.042036438
RBL1,6.410972344,6.165551239,0.100369519,0.245421105
RPS3AP3,0,0.077888311,0.184682254,-0.077888311
RPS27AP3,0,0,1,0
MROH8,1.110256807,1.581460392,0.114373951,-0.471203585
LOC100419562,0.0381988,0.09204316,0.630770056,-0.05384436
RPN2,8.738958756,9.017568127,0.000308267,-0.278609371
GHRH,0,0,1,0
MANBAL,5.615211062,5.668386255,0.441454757,-0.053175194
SRC,6.092740474,6.435613397,0.001982663,-0.342872923
RPL7AP14,0,0.032677999,0.422649731,-0.032677999
BLCAP,5.749981384,5.464269463,0.027033464,0.28571192
NNAT,3.54488151,3.570202873,0.851687745,-0.025321363
LINC00489,0,0,1,0
LOC100287792,0,0,1,0
CTNNBL1,5.97283104,6.009871138,0.446289745,-0.037040098
VSTM2L,0.209163652,0.291916475,0.73061366,-0.082752824
RN7SKP185,0,0,1,0
TTI1,5.960755557,6.125482094,0.082299029,-0.164726537
RPRD1B,5.858180164,5.749468962,0.08397181,0.108711201
RN7SL237P,0,0,1,0
TGM2,5.411162626,6.367599274,0.000152643,-0.956436647
KIAA1755,0.570355521,0.685907905,0.76803713,-0.115552384
LOC149684,0,0,1,0
BPI,0,0,1,0
LBP,0,0.036849188,0.422649731,-0.036849188
SNHG17,4.313332256,4.60212751,0.046518456,-0.288795254
SNORA71A,0.071772693,0.458876363,0.180783017,-0.38710367
SNORA71C,0.364808633,0.280918239,0.78673541,0.083890395
SNORA71D,0,0.11569893,0.232509063,-0.11569893
SNHG11,2.324655557,2.886323882,0.117635349,-0.561668326
SNORA71E,0,0,1,0
SNORA60,0.0381988,0.146573827,0.540732985,-0.108375027
RALGAPB,7.438854577,7.326068295,0.023080636,0.112786281
MIR548O2,0,0,1,0
RPS3P2,0.0381988,0.11569893,0.392243074,-0.07750013
ADIG,0,0,1,0
ARHGAP40,0.313787603,0.986152356,0.006204838,-0.672364753
SLC32A1,0,0,1,0
ACTR5,3.970372631,4.07501189,0.593021582,-0.10463926
PPP1R16B,0.143769706,0.418866853,0.079447181,-0.275097147
RN7SL116P,0,0,1,0
FAM83D,6.963227387,6.928352753,0.192761582,0.034874634
DHX35,4.246766364,4.32450779,0.128309303,-0.077741426
LINC01734,0,0,1,0
RN7SL680P,0,0,1,0
HSPE1P1,0,0,1,0
MAFB,2.253143013,2.511227322,0.180545669,-0.258084308
RNA5SP484,0,0,1,0
RNU2-52P,0,0,1,0
TOP1,7.917463475,7.814876598,0.045006601,0.102586877
PLCG1-AS1,0.544795184,0.50023999,0.862713603,0.044555195
PLCG1,7.107982392,7.419777526,0.004099138,-0.311795133
MIR6871,0,0,1,0
ZHX3,6.659351612,6.679249575,0.758673674,-0.019897963
RPL23AP81,0,0.06327605,0.422649731,-0.06327605
RN7SL615P,0,0,1,0
LPIN3,4.304524403,4.703781229,0.012031031,-0.399256826
EMILIN3,0.111417783,0.179251826,0.6786471,-0.067834043
LOC100419859,0,0,1,0
CHD6,6.930927572,7.045694541,0.098749521,-0.114766969
RNU6-1018P,0,0,1,0
LOC643172,0,0,1,0
PTPRT,0,0,1,0
LOC101927159,0,0,1,0
PTPRT-AS1,0,0,1,0
RN7SKP100,0,0,1,0
PTPRT-DT,0,0,1,0
RN7SL666P,0,0,1,0
RNU6-743P,0,0,1,0
SRSF6,7.787960457,7.591422841,0.004030968,0.196537616
RNU6-1251P,0,0,1,0
L3MBTL1,3.363021747,3.62923493,0.325912165,-0.266213183
SGK2,0.0381988,0.258781586,0.232217507,-0.220582786
IFT52,5.354299624,5.416446796,0.505523081,-0.062147172
MYBL2,8.771657963,8.799914264,0.608156416,-0.0282563
GTSF1L,0,0,1,0
RNU6-639P,0,0,1,0
LINC01728,0,0.071074635,0.422649731,-0.071074635
TOX2,4.885665272,5.471227414,0.003887706,-0.585562142
RN7SL443P,0.037224089,0.041039123,0.948438835,-0.003815034
JPH2,3.59491683,3.648691506,0.740443858,-0.053774676
OSER1,5.939018823,5.879175299,0.522641149,0.059843525
OSER1-DT,1.780696431,1.67747808,0.657081608,0.103218351
GDAP1L1,0,0.078849742,0.422649731,-0.078849742
FITM2,4.722680182,4.678932405,0.666465071,0.043747777
R3HDML,0,0,1,0
HNF4A,0,0.032677999,0.422649731,-0.032677999
HNF4A-AS1,0,0,1,0
MIR3646,0,0,1,0
LINC01620,0.075422889,0,0.183571593,0.075422889
TTPAL,6.469867116,6.402370454,0.394028297,0.067496662
SERINC3,8.13674549,7.968460423,0.019010318,0.168285067
PKIG,5.145805081,5.558202245,0.025636057,-0.412397164
ADA,3.782908931,4.297874714,0.074075974,-0.514965783
LINC01260,0,0,1,0
CCN5,0.542801209,0.312875142,0.133670548,0.229926067
KCNK15,0.70081677,0.934355177,0.040475094,-0.233538408
RIMS4,1.049439042,1.232463015,0.356397634,-0.183023973
YWHAB,9.394812768,9.230053229,0.000983463,0.164759539
PABPC1L,4.471119645,4.725232888,0.158748146,-0.254113242
TOMM34,6.340615863,6.551102402,0.016831662,-0.210486539
STK4-DT,0.372415349,0.400995594,0.843139608,-0.028580245
STK4,7.576743082,7.33805878,0.013606621,0.238684302
KCNS1,0.18371382,0.489535191,0.277329733,-0.305821371
WFDC5,0,0,1,0
WFDC12,0,0.119186133,0.422649731,-0.119186133
PI3,0.58360576,0.758017249,0.549271902,-0.174411489
SEMG1,0,0,1,0
SEMG2,0,0,1,0
SLPI,0.665914386,1.173168603,0.254519478,-0.507254217
MATN4,0.110809486,0.104315174,0.942542931,0.006494312
RBPJL,0,0,1,0
SDC4,8.930160142,8.984859303,0.061659908,-0.05469916
SYS1,5.201470868,5.207682446,0.947527164,-0.006211577
SYS1-DBNDD2,0.037832386,0,0.422649731,0.037832386
TP53TG5,0,0.223728344,0.216896212,-0.223728344
NDUFB4P10,0,0,1,0
DBNDD2,1.269472737,1.592047182,0.343270797,-0.322574445
PIGT,7.048152769,7.265282507,0.001707318,-0.217129738
MIR6812,0,0.069527187,0.184968847,-0.069527187
WFDC2,0.60167961,1.215888704,0.082744554,-0.614209094
RPL5P2,0,0,1,0
SPINT3,0,0,1,0
WFDC6,0,0,1,0
EPPIN-WFDC6,0,0,1,0
EPPIN,0,0,1,0
WFDC8,0,0,1,0
RNA5SP485,0,0,1,0
WFDC9,0,0,1,0
WFDC10A,0,0,1,0
RPS2P7,0.836768203,1.252356804,0.181677997,-0.4155886
WFDC11,0,0,1,0
WFDC10B,0,0.078849742,0.422649731,-0.078849742
WFDC13,0,0,1,0
MIR3617,0,0,1,0
SPINT4,0,0,1,0
WFDC3,1.021254663,1.658503856,0.023929544,-0.637249192
SPINT5P,0,0,1,0
RNU6ATAC38P,0,0,1,0
DNTTIP1,5.779059364,6.038256946,0.025799967,-0.259197582
UBE2C,7.562536398,7.903130932,0.007608304,-0.340594534
TNNC2,0.238557,0.078849742,0.398175987,0.159707259
SNX21,4.925506812,5.225391223,0.024462682,-0.299884412
ACOT8,4.466244386,4.848878956,0.045170755,-0.38263457
ZSWIM3,3.022388487,3.271656248,0.197169732,-0.249267761
ZSWIM1,4.48114097,4.616266771,0.14423802,-0.135125802
SPATA25,0.542236623,0.933355947,0.132454925,-0.391119324
NEURL2,1.170813114,1.469049323,0.320731279,-0.298236209
CTSA,7.962993379,8.216243603,0.007914763,-0.253250225
PLTP,4.693645576,4.961044876,0.181566926,-0.2673993
PCIF1,5.55994559,5.872351187,0.060207154,-0.312405598
ZNF335,5.001415857,5.177618138,0.254988176,-0.176202281
MMP9,0.377193898,1.354746036,0.07952824,-0.977552138
SLC12A5-AS1,0.21667404,0.178974981,0.626215271,0.03769906
SLC12A5,0.454106203,0.921749288,0.194947012,-0.467643085
NCOA5,6.032374795,6.146322306,0.204925068,-0.113947511
RPL13P2,0,0,1,0
CD40,1.25155377,2.080563001,0.011531359,-0.829009231
CDH22,0,0,1,0
SLC35C2,5.644691299,5.854857433,0.061649007,-0.210166133
ELMO2,5.715749162,5.875628255,0.228188427,-0.159879093
MKRN7P,0,0,1,0
ZNF334,1.558979166,1.813387666,0.438952475,-0.2544085
OCSTAMP,0,0.032677999,0.422649731,-0.032677999
SLC13A3,2.016586791,2.672970289,0.036793423,-0.656383498
TP53RK,4.571040129,4.611506214,0.626327537,-0.040466085
SLC2A10,1.741897602,2.013118986,0.37250282,-0.271221384
RN7SKP33,0,0,1,0
RPL13P14,0,0,1,0
EYA2,0.037224089,0,0.422649731,0.037224089
GAPDHP54,0,0,1,0
RPS2P54,0,0,1,0
MIR3616,0,0,1,0
ZMYND8,6.161147277,6.388140335,0.048395603,-0.226993058
LOC100131496,0.105591426,0.182602376,0.553540745,-0.07701095
LOC101927377,0,0,1,0
RPL35AP,0,0,1,0
RNU6-497P,0,0,1,0
RNU6-563P,0,0,1,0
NCOA3,6.899186519,6.92307387,0.730057959,-0.023887351
SULF2,4.42930236,5.517646316,0.009685514,-1.088343956
RNU7-173P,0,0,1,0
RNA5SP486,0,0,1,0
RNU7-92P,0,0,1,0
LINC00494,0,0.071074635,0.422649731,-0.071074635
RNU7-144P,0,0,1,0
PREX1,4.873635204,5.425679512,0.014669074,-0.552044308
ARFGEF2,7.386036019,7.280750952,0.036500907,0.105285067
SNAP23P1,0.075056475,0.032677999,0.443275085,0.042378476
CSE1L-DT,0.110809486,0.032677999,0.355470786,0.078131487
CSE1L,9.218582235,8.852475394,0.003651557,0.366106841
STAU1,8.416388042,8.366016205,0.450372162,0.050371837
DDX27,6.828866107,6.975032309,0.024384952,-0.146166203
ZNFX1,7.798078794,7.95640242,0.281538958,-0.158323627
ZFAS1,3.944013851,4.074626369,0.432210009,-0.130612518
SNORD12C,0.143790226,0.391787831,0.344370358,-0.247997605
SNORD12B,0.334324407,0.25699236,0.662188824,0.077332047
SNORD12,0,0,1,0
KCNB1,0.757082185,0.400995594,0.12699055,0.35608659
PTGIS,3.371168728,4.177168746,0.005856003,-0.806000018
B4GALT5,7.650393388,7.664049548,0.819070691,-0.013656159
RN7SL197P,0,0,1,0
RNU6-919P,0,0,1,0
SLC9A8,3.762867627,3.940775297,0.245257281,-0.17790767
LOC100421569,0.174396248,0.197074445,0.885025534,-0.022678196
SPATA2,4.590360136,4.630785315,0.537525134,-0.040425179
RNF114,6.677583974,6.681724672,0.945083012,-0.004140698
KRT18P4,0.309122235,0.383282555,0.67663252,-0.07416032
RNU6-147P,0,0,1,0
SNAI1,1.36341251,2.598671336,0.003751284,-1.235258826
UBE2V1,2.259366135,2.185995993,0.542171892,0.073370143
PEDS1-UBE2V1,0,0,1,0
PEDS1,5.089440371,5.179755525,0.214203582,-0.090315154
LINC01275,0.267543738,0.398744678,0.485938482,-0.13120094
LINC01273,0.674746756,0.72381827,0.849614205,-0.049071514
CEBPB-AS1,0.313661465,0.797126976,0.140321479,-0.483465511
CEBPB,6.107431165,6.454729971,0.02162955,-0.347298806
PELATON,0,0,1,0
LINC01270,1.344335195,1.846007997,0.205924273,-0.501672802
LINC01271,0.136197448,0.758017249,0.025115828,-0.6218198
RN7SL636P,0,0,1,0
PTPN1,7.595555379,7.470866319,0.066882165,0.124689059
RN7SL672P,0,0.041039123,0.422649731,-0.041039123
MIR645,0.071772693,0.036849188,0.694471717,0.034923504
RIPOR3,4.108731841,4.805331957,0.003391637,-0.696600117
MIR1302-5,0.037224089,0.071074635,0.701324656,-0.033850546
RIPOR3-AS1,0,0,1,0
PARD6B,4.033765899,3.76443084,0.021275877,0.269335059
BCAS4,4.662463884,4.927823828,0.016713597,-0.265359944
ADNP,7.535727779,7.670566488,0.020667991,-0.13483871
ADNP-AS1,0.759955837,0.635455138,0.456372455,0.124500699
DPM1,6.168986106,5.943189676,0.030226862,0.22579643
MOCS3,4.11888415,4.11085328,0.95345611,0.00803087
KCNG1,1.533617135,1.896530237,0.291210607,-0.362913102
RPSAP1,0,0,1,0
NFATC2,0.59192035,1.253857336,0.061872719,-0.661936986
MIR3194,0,0,1,0
ATP9A,5.665327034,5.350252399,0.058453713,0.315074634
LOC100419570,0,0,1,0
SALL4,0.921733393,0.892284022,0.855104586,0.029449371
LINC01429,0.193713913,0.071074635,0.601184614,0.122639278
RNU6-347P,0,0,1,0
RNU7-6P,0,0,1,0
ZFP64,5.34466181,5.372209287,0.772968649,-0.027547477
LINC01524,0,0,1,0
RPL36P1,0,0,1,0
TSHZ2,0.957672872,1.635154125,0.147446797,-0.677481253
PPIAP10,0,0,1,0
ZNF217,6.509597406,6.322643165,0.051929739,0.186954241
LOC105372672,0,0,1,0
RNU7-14P,0,0,1,0
BCAS1,0,0.134350685,0.184875502,-0.134350685
MIR4756,0,0,1,0
CYP24A1,4.900682882,4.089234774,0.002854453,0.811448108
PFDN4,5.476555688,4.781255717,0.000278408,0.695299971
DOK5,4.143567194,4.156805374,0.942483593,-0.013238179
RNU4ATAC7P,0,0,1,0
LINC01441,0,0,1,0
CBLN4,0,0,1,0
RNA5SP487,0,0,1,0
MC3R,0,0,1,0
FAM210B,5.418455277,5.319490262,0.301620406,0.098965014
AURKA,7.820934665,7.910384103,0.13346618,-0.089449438
CSTF1,5.984296859,5.9030549,0.068285984,0.081241959
CASS4,1.11319674,1.143113057,0.900764043,-0.029916317
RTF2,6.851216032,6.829184151,0.726969492,0.022031881
GCNT7,0,0,1,0
FAM209A,0.164971604,0.204156918,0.837488551,-0.039185314
FAM209B,0.651412563,0.375181586,0.384790615,0.276230976
LINC01716,0,0,1,0
RPS4XP3,0.105591426,0,0.422649731,0.105591426
TFAP2C,2.741363326,2.922843786,0.213104355,-0.18148046
RNU6-1146P,0,0,1,0
RN7SL170P,0,0,1,0
RNU6-929P,0,0,1,0
BMP7,0.147803879,0,0.048410313,0.147803879
MIR4325,0,0,1,0
SPO11,0,0,1,0
RAE1,6.213731911,6.293027587,0.307820824,-0.079295676
MTND1P9,0,0,1,0
MTRNR2L3,0.037224089,0,0.422649731,0.037224089
RBM38-AS1,0.162632504,0.113902984,0.819538846,0.04872952
RBM38,5.070829952,4.957997561,0.295878081,0.112832391
CTCFL,0,0.312868868,0.12960626,-0.312868868
PCK1,0,0,1,0
ZBP1,0.104004758,0.169931472,0.612235224,-0.065926714
PMEPA1,4.073573604,4.787953657,0.010790152,-0.714380052
NKILA,1.291458674,1.972164832,0.072754079,-0.680706158
LINC01742,0,0.032677999,0.422649731,-0.032677999
C20orf85,0,0,1,0
ANKRD60,0,0,1,0
RAB22A,6.714241481,6.255285252,0.00036295,0.458956229
VAPB,7.158085854,7.113986895,0.272945639,0.044098959
APCDD1L,0.985841583,2.096318954,0.006928012,-1.110477371
APCDD1L-DT,0.282067986,0.863976507,0.052987911,-0.581908521
LINC01711,0.238557,0.277020779,0.816528418,-0.038463778
STX16,5.880201976,5.932659376,0.637833951,-0.0524574
STX16-NPEPL1,0.037224089,0.100125239,0.404303279,-0.06290115
NPEPL1,1.603599513,1.931920802,0.089109176,-0.328321289
MIR296,0,0,1,0
MIR298,0,0.20592717,0.422649731,-0.20592717
GNAS-AS1,1.892569971,2.058964612,0.48410948,-0.16639464
GNAS,9.819165419,9.973251508,0.00249432,-0.15408609
NELFCD,7.125952777,7.247335578,0.074244615,-0.121382801
CTSZ,6.69049887,6.92799901,0.002230384,-0.237500139
TUBB1,0,0,1,0
ATP5F1E,7.461506295,7.763107632,0.002341516,-0.301601337
PRELID3B,6.912291183,6.32250484,0.004375985,0.589786343
ZNF831,0,0,1,0
EDN3,0,0,1,0
PIEZO1P1,0,0,1,0
PHACTR3,0,0,1,0
PHACTR3-AS1,0,0,1,0
RNU7-141P,0,0,1,0
SYCP2,0.834329557,0.779178876,0.870656128,0.055150681
FAM217B,5.056976927,4.496442425,0.006650821,0.560534501
PPP1R3D,3.632814506,3.385153843,0.105704795,0.247660663
CDH26,0.17831831,0.320019934,0.396704586,-0.141701624
LINC02910,0,0,1,0
MIR646HG,0,0,1,0
MIR646,0,0,1,0
MTCO2P1,0,0,1,0
MIR4533,0,0,1,0
MIR548AG2,0,0,1,0
LINC01718,0,0,1,0
CDH4,5.041391005,5.375035969,0.011460537,-0.333644964
LOC100128310,0,0,1,0
TAF4,4.128658362,4.103153037,0.848362507,0.025505325
MIR1257,0,0,1,0
RPL17P48,0,0,1,0
MIR3195,0,0.032677999,0.422649731,-0.032677999
LSM14B,6.412588454,6.348997682,0.355556336,0.063590772
PSMA7,8.308325428,8.558848835,0.0140263,-0.250523408
SS18L1,5.048539027,4.897515596,0.080785408,0.151023432
MTG2,5.720303987,5.891340237,0.192457616,-0.17103625
HRH3,0,0,1,0
OSBPL2,5.765110692,5.723815638,0.707354936,0.041295055
ADRM1,7.194877301,7.398357859,0.100125545,-0.203480558
LAMA5,8.141372145,8.619325873,0.001826553,-0.477953728
MIR4758,0,0,1,0
LAMA5-AS1,0,0.165662716,0.301556557,-0.165662716
RPS21,7.682038087,8.26361657,0.001695065,-0.581578482
CABLES2,4.878542787,4.827199279,0.788196228,0.051343508
RBBP8NL,0,0.036849188,0.422649731,-0.036849188
GATA5,0,0.036849188,0.422649731,-0.036849188
MIR1-1HG,0,0,1,0
MIR1-1,0,0,1,0
MIR133A2,0,0,1,0
RPL7P3,0,0,1,0
SLCO4A1,2.966816182,3.015772953,0.655658075,-0.048956771
SLCO4A1-AS1,0,0,1,0
NTSR1,0.110128423,0.574409664,0.094462484,-0.464281241
LINC00659,0,0.146573827,0.422649731,-0.146573827
MRGBP,6.328560951,6.46657862,0.004099878,-0.138017669
OGFR-AS1,0,0.170892902,0.185925869,-0.170892902
OGFR,6.399591042,6.605339258,0.066445288,-0.205748216
COL9A3,1.368219808,1.831630494,0.190234099,-0.463410687
TCFL5,4.850326648,4.756807394,0.441579194,0.093519253
DIDO1,7.436342838,7.622651538,0.018306966,-0.1863087
GID8,6.749589398,6.731946881,0.800601967,0.017642516
SLC17A9,0,0.077888311,0.184682254,-0.077888311
BHLHE23,0,0,1,0
LINC01749,0,0,1,0
LINC01056,0,0,1,0
HAR1B,0,0,1,0
MIR124-3,0,0,1,0
YTHDF1,6.523854183,6.553023341,0.602061041,-0.029169159
BIRC7,0,0.103752634,0.234258616,-0.103752634
MIR3196,0,0,1,0
NKAIN4,0,0,1,0
FLJ16779,0,0.071074635,0.422649731,-0.071074635
ARFGAP1,6.976551752,7.119038022,0.003333896,-0.142486269
MIR4326,0.136197448,0.036849188,0.546076169,0.09934826
COL20A1,0,0,1,0
CHRNA4,0.0381988,0.036849188,0.980932958,0.001349612
LOC100130587,0,0,1,0
KCNQ2,0,0,1,0
EEF1A2,6.087882739,6.895628975,0.000792309,-0.807746236
PPDPF,7.559351942,7.84078546,0.013573106,-0.281433518
PTK6,0.148327223,0.150752172,0.983559666,-0.002424949
SRMS,0,0,1,0
FNDC11,0.419092102,0.750245119,0.160318185,-0.331153017
HELZ2,7.468974408,7.826195496,0.169120046,-0.357221088
GMEB2,5.55293869,5.584932745,0.617747919,-0.031994055
MHENCR,1.31512044,1.674772801,0.111366154,-0.359652361
STMN3,3.749059125,4.445934398,0.034050646,-0.696875273
RTEL1,1.020281691,1.864999137,0.005356101,-0.844717446
RTEL1-TNFRSF6B,1.8089203,2.317465249,0.098019998,-0.508544949
TNFRSF6B,0,0,1,0
ARFRP1,5.428484245,5.62515802,0.037429846,-0.196673775
ZGPAT,2.486064858,2.64781371,0.42577743,-0.161748852
LIME1,1.381624842,1.572661899,0.46821631,-0.191037057
SLC2A4RG,6.57722449,6.856478698,0.124119586,-0.279254209
ZBTB46,1.796302634,2.457725778,0.023541606,-0.661423144
LOC112268269,3.380265431,3.804672015,0.120972881,-0.424406585
ABHD16B,0.076031186,0.175389808,0.107570646,-0.099358622
TPD52L2,7.85660472,7.956854673,0.018761223,-0.100249953
DNAJC5,7.664855067,7.877857923,0.027838141,-0.213002856
RNU1-134P,0.037832386,0.041039123,0.956958428,-0.003206737
MIR941-1,0,0,1,0
MIR941-2,0,0,1,0
MIR941-3,0,0,1,0
MIR941-4,0,0,1,0
MIR941-5,0,0,1,0
UCKL1,4.918830805,5.057322087,0.085516457,-0.138491281
MIR1914,0,0,1,0
MIR647,0.309122235,0.612419415,0.071195437,-0.30329718
UCKL1-AS1,0.338420435,0.273918166,0.635792566,0.064502268
ZNF512B,6.439447042,6.605688543,0.064632029,-0.166241502
SAMD10,3.303950627,3.473644731,0.22941689,-0.169694104
PRPF6,7.562257181,7.805576033,0.031435539,-0.243318853
C20orf204,0.589258726,0.894696045,0.414952771,-0.305437319
SOX18,0.071772693,0.348051238,0.150352135,-0.276278546
TCEA2,5.061924607,5.339826491,0.11735088,-0.277901884
RGS19,4.074538891,4.189281104,0.251314789,-0.114742212
MIR6813,0,0,1,0
OPRL1,0.452384662,0.077888311,0.273637732,0.374496351
LKAAEAR1,0.075056475,0.555639778,0.140812532,-0.480583304
MYT1,0,0.179251826,0.310851288,-0.179251826
NPBWR2,0,0,1,0
PCMTD2,4.244693952,3.698512678,0.004025109,0.546181274
IQSEC3P3,0,0,1,0
LOC102723996,2.63781186,2.87220033,0.510473316,-0.23438847
LOC102724023,1.273527952,1.21814276,0.818134068,0.055385192
LOC102724159,2.693007383,2.902142375,0.302905904,-0.209134991
LINC01670,0,0.032677999,0.422649731,-0.032677999
LOC102724334,0,0,1,0
LOC102724354,0,0,1,0
CH507-42P11.6,0,0,1,0
LOC102724428,0.848571377,0.996116443,0.395472013,-0.147545067
LOC102724701,0.037832386,0,0.422649731,0.037832386
LOC102724560,1.527171821,1.920963858,0.119637612,-0.393792037
LOC102724594,1.989747573,1.924670121,0.671924999,0.065077452
LOC102724652,0,0,1,0
MIR8069-1,0,0,1,0
LOC102724843,0,0,1,0
LOC102724951,0.105591426,0,0.422649731,0.105591426
LOC102723553,0,0,1,0
LOC102723451,0,0,1,0
LOC107983987,0,0,1,0
LOC102723475,0.282067986,0.20611695,0.684008603,0.075951036
MIR6724-1,0,0,1,0
MIR3648-1,0,0,1,0
RNA5-8SN2,0,0,1,0
MIR6724-2,0,0,1,0
RNA5-8SP10,0,0,1,0
MIR6724-3,0,0,1,0
RNA5-8SN3,0,0,1,0
MIR6724-4,0,0,1,0
RNA5-8SN1,0,0,1,0
LOC101930100,0,0,1,0
MIR3648-2,0,0,1,0
TEKT4P2,0.218262424,0.695616304,0.107135774,-0.47735388
LINC01667,0,0,1,0
RN7SL52P,0,0,1,0
TPTE,0,0,1,0
IGHV1OR21-1,0,0,1,0
RNU6-614P,0,0,1,0
ANKRD30BP1,0.256804581,0.134350685,0.616337813,0.122453896
MIR3156-3,0,0,1,0
OR4K11P,0,0,1,0
LINC01674,0,0,1,0
OR4K12P,0,0,1,0
POTED,0,0.036849188,0.422649731,-0.036849188
RNU6-286P,0,0,1,0
MIR3118-1,0,0,1,0
GRAMD4P1,0,0,1,0
CXADRP1,0,0.036849188,0.422649731,-0.036849188
LONRF2P5,0,0,1,0
MIR8069,0,0,1,0
FEM1AP1,0,0,1,0
CYP4F29P,1.509909121,1.811767657,0.012100723,-0.301858536
ANKRD20A11P,2.489317632,2.465513718,0.935454817,0.023803914
RNU6-954P,0,0,1,0
FRG2MP,0,0,1,0
ANKRD20A18P,0.075056475,0.100125239,0.728221287,-0.025068764
RNA5SP488,0,0,1,0
LIPI,0,0,1,0
RBM11,0.037832386,0.036849188,0.986039005,0.000983198
ABCC13,0,0,1,0
HSPA13,6.966467414,6.421430459,0.000981182,0.545036955
SAMSN1,0,0.11569893,0.232509063,-0.11569893
SAMSN1-AS1,0,0,1,0
GAPDHP16,0,0,1,0
RBMX2P1,0,0.036849188,0.422649731,-0.036849188
